,conf,pred,true,correct,prec_k,term
3442,10.246802,6,6,1,1.0,1.0
1385,10.239925,2,2,1,1.0,1.0
2361,10.233853,6,6,1,1.0,1.0
9630,10.228972,6,6,1,1.0,1.0
9835,10.228848,4,4,1,1.0,1.0
7188,10.21582,6,6,1,1.0,1.0
1886,10.213714,6,6,1,1.0,1.0
3756,10.210971,1,1,1,1.0,1.0
3829,10.209613,27,27,1,1.0,1.0
3397,10.208604,6,6,1,1.0,1.0
1612,10.206181,31,31,1,1.0,1.0
2116,10.205389,6,6,1,1.0,1.0
57,10.203788,6,6,1,1.0,1.0
4230,10.202558,6,6,1,1.0,1.0
2093,10.202322,6,6,1,1.0,1.0
9815,10.202137,6,6,1,1.0,1.0
9782,10.20041,6,6,1,1.0,1.0
9094,10.196172,6,6,1,1.0,1.0
1736,10.192271,28,28,1,1.0,1.0
4910,10.189758,28,28,1,1.0,1.0
5633,10.186661,13,13,1,1.0,1.0
6809,10.185074,41,41,1,1.0,1.0
5040,10.184539,6,6,1,1.0,1.0
6447,10.182508,6,6,1,1.0,1.0
7606,10.181041,39,39,1,1.0,1.0
1519,10.178094,6,6,1,1.0,1.0
7324,10.168127,6,6,1,1.0,1.0
8991,10.16735,6,6,1,1.0,1.0
1233,10.163178,6,6,1,1.0,1.0
7646,10.158521,5,5,1,1.0,1.0
6781,10.155662,2,2,1,1.0,1.0
3170,10.153956,16,16,1,1.0,1.0
4607,10.151913,6,6,1,1.0,1.0
7211,10.148969,32,32,1,1.0,1.0
2331,10.148519,6,6,1,1.0,1.0
700,10.14786,23,23,1,1.0,1.0
9205,10.143084,28,28,1,1.0,1.0
711,10.143075,6,6,1,1.0,1.0
7807,10.143016,27,27,1,1.0,1.0
1735,10.138082,6,6,1,1.0,1.0
7665,10.132559,36,36,1,1.0,1.0
9910,10.131748,29,29,1,1.0,1.0
1986,10.129022,6,6,1,1.0,1.0
5179,10.128732,18,18,1,1.0,1.0
657,10.110352,28,28,1,1.0,1.0
4637,10.108922,6,6,1,1.0,1.0
3244,10.104618,2,2,1,1.0,1.0
5593,10.080724,6,6,1,1.0,1.0
9565,10.079099,2,2,1,1.0,1.0
1392,10.071371,2,2,1,1.0,1.0
6589,10.067334,6,6,1,1.0,1.0
4511,10.067227,6,6,1,1.0,1.0
4377,10.065493,10,10,1,1.0,1.0
3996,10.062138,2,2,1,1.0,1.0
8000,10.061511,6,6,1,1.0,1.0
201,10.060292,18,18,1,1.0,1.0
8490,10.058096,28,28,1,1.0,1.0
7015,10.052611,26,26,1,1.0,1.0
4831,10.048199,6,6,1,1.0,1.0
6045,10.044612,16,16,1,1.0,1.0
1444,10.034212,6,6,1,1.0,1.0
5125,10.032371,16,16,1,1.0,1.0
704,10.025125,6,6,1,1.0,1.0
2395,10.022403,29,29,1,1.0,1.0
4339,10.022386,39,39,1,1.0,1.0
5766,10.020074,6,6,1,1.0,1.0
2024,10.019276,6,6,1,1.0,1.0
8935,10.016755,6,6,1,1.0,1.0
4538,10.013115,18,18,1,1.0,1.0
2247,10.012881,6,6,1,1.0,1.0
6208,10.012042,6,6,1,1.0,1.0
263,10.01124,6,6,1,1.0,1.0
8566,10.010722,20,20,1,1.0,1.0
8705,10.00854,6,6,1,1.0,1.0
10069,10.00726,6,6,1,1.0,1.0
9304,10.006623,8,8,1,1.0,1.0
9293,10.0011835,8,8,1,1.0,1.0
2423,9.99934,6,6,1,1.0,1.0
10119,9.997096,6,6,1,1.0,1.0
7812,9.994678,6,6,1,1.0,1.0
7431,9.994568,6,6,1,1.0,1.0
5806,9.99099,23,23,1,1.0,1.0
7929,9.987918,28,28,1,1.0,1.0
7995,9.986442,6,6,1,1.0,1.0
1979,9.984262,6,6,1,1.0,1.0
638,9.982628,6,6,1,1.0,1.0
963,9.979507,6,6,1,1.0,1.0
1582,9.979363,6,6,1,1.0,1.0
7680,9.977349,4,4,1,1.0,1.0
26,9.976808,6,6,1,1.0,1.0
7638,9.972877,6,6,1,1.0,1.0
593,9.970138,41,41,1,1.0,1.0
8473,9.969917,28,28,1,1.0,1.0
1756,9.968979,32,32,1,1.0,1.0
977,9.967192,6,6,1,1.0,1.0
6895,9.96329,44,44,1,1.0,1.0
4431,9.962712,6,6,1,1.0,1.0
9268,9.96219,6,6,1,1.0,1.0
6968,9.952219,36,36,1,1.0,1.0
4097,9.949042,36,36,1,1.0,1.0
8909,9.947494,41,41,1,1.0,1.0
1951,9.938475,6,6,1,1.0,1.0
7497,9.927934,26,26,1,1.0,1.0
6188,9.922876,18,18,1,1.0,1.0
6096,9.922859,6,6,1,1.0,1.0
3794,9.922327,6,6,1,1.0,1.0
7468,9.921163,6,6,1,1.0,1.0
9644,9.916602,6,6,1,1.0,1.0
99,9.916566,6,6,1,1.0,1.0
3973,9.9150095,29,29,1,1.0,1.0
1786,9.914854,37,37,1,1.0,1.0
9007,9.9140835,43,43,1,1.0,1.0
5605,9.909806,6,6,1,1.0,1.0
7679,9.905322,28,28,1,1.0,1.0
1743,9.904337,6,6,1,1.0,1.0
8353,9.896236,6,6,1,1.0,1.0
2906,9.894529,1,1,1,1.0,1.0
4985,9.893926,6,6,1,1.0,1.0
2322,9.89374,18,18,1,1.0,1.0
9447,9.893065,4,4,1,1.0,1.0
1598,9.891291,13,13,1,1.0,1.0
607,9.885954,23,23,1,1.0,1.0
6151,9.884976,27,27,1,1.0,1.0
4041,9.879623,6,6,1,1.0,1.0
678,9.873754,6,6,1,1.0,1.0
3919,9.87245,24,24,1,1.0,1.0
3223,9.872414,44,44,1,1.0,1.0
5763,9.871278,28,28,1,1.0,1.0
7162,9.85963,6,6,1,1.0,1.0
4148,9.854291,6,6,1,1.0,1.0
5279,9.849253,26,26,1,1.0,1.0
1874,9.848428,44,44,1,1.0,1.0
7685,9.844295,6,6,1,1.0,1.0
7980,9.842615,4,4,1,1.0,1.0
2499,9.84095,23,23,1,1.0,1.0
5461,9.838917,37,37,1,1.0,1.0
3480,9.83548,6,6,1,1.0,1.0
699,9.827744,28,28,1,1.0,1.0
1177,9.823301,6,6,1,1.0,1.0
6138,9.8170395,6,6,1,1.0,1.0
6623,9.811644,18,18,1,1.0,1.0
5458,9.811008,6,6,1,1.0,1.0
4570,9.810243,6,6,1,1.0,1.0
4728,9.807023,6,6,1,1.0,1.0
8505,9.804613,6,6,1,1.0,1.0
2456,9.800399,6,6,1,1.0,1.0
1792,9.796786,1,1,1,1.0,1.0
3043,9.79429,41,41,1,1.0,1.0
1697,9.793193,4,4,1,1.0,1.0
9032,9.791863,6,6,1,1.0,1.0
2682,9.790694,6,6,1,1.0,1.0
566,9.79059,6,6,1,1.0,1.0
4915,9.790371,2,2,1,1.0,1.0
4056,9.78328,6,6,1,1.0,1.0
1227,9.782987,0,0,1,1.0,1.0
8313,9.78213,6,6,1,1.0,1.0
7041,9.7797985,23,23,1,1.0,1.0
2859,9.775392,28,28,1,1.0,1.0
9121,9.772395,26,26,1,1.0,1.0
2684,9.768386,6,6,1,1.0,1.0
7054,9.764863,6,6,1,1.0,1.0
4933,9.759797,6,6,1,1.0,1.0
5829,9.75917,6,6,1,1.0,1.0
6401,9.754677,2,2,1,1.0,1.0
3292,9.749549,6,6,1,1.0,1.0
9662,9.748411,6,6,1,1.0,1.0
3561,9.746545,36,36,1,1.0,1.0
1591,9.744527,18,18,1,1.0,1.0
6463,9.742287,18,18,1,1.0,1.0
1672,9.739999,6,6,1,1.0,1.0
8673,9.738267,6,6,1,1.0,1.0
7426,9.733329,28,28,1,1.0,1.0
6752,9.729987,6,6,1,1.0,1.0
7206,9.727197,6,6,1,1.0,1.0
6701,9.723176,6,6,1,1.0,1.0
1810,9.71927,18,18,1,1.0,1.0
8797,9.715621,28,28,1,1.0,1.0
421,9.712892,6,6,1,1.0,1.0
9764,9.712708,6,6,1,1.0,1.0
9491,9.712436,6,6,1,1.0,1.0
6521,9.708682,28,28,1,1.0,1.0
3525,9.7080345,6,6,1,1.0,1.0
8468,9.702287,6,6,1,1.0,1.0
1466,9.7011595,26,26,1,1.0,1.0
6937,9.698006,28,28,1,1.0,1.0
7484,9.693117,6,6,1,1.0,1.0
847,9.691029,6,6,1,1.0,1.0
10127,9.688578,18,18,1,1.0,1.0
3275,9.684884,26,26,1,1.0,1.0
3675,9.68359,18,18,1,1.0,1.0
8974,9.68037,41,41,1,1.0,1.0
1421,9.679174,28,28,1,1.0,1.0
5232,9.67869,6,6,1,1.0,1.0
6993,9.675184,28,28,1,1.0,1.0
2148,9.672092,23,23,1,1.0,1.0
1994,9.671618,6,6,1,1.0,1.0
3592,9.671592,39,39,1,1.0,1.0
366,9.669031,6,6,1,1.0,1.0
5669,9.662092,18,18,1,1.0,1.0
1446,9.657797,2,2,1,1.0,1.0
2578,9.656357,6,6,1,1.0,1.0
6164,9.656208,6,6,1,1.0,1.0
384,9.651914,4,4,1,1.0,1.0
3890,9.625305,6,6,1,1.0,1.0
1141,9.620929,1,1,1,1.0,1.0
8835,9.619297,6,6,1,1.0,1.0
6147,9.611422,6,6,1,1.0,1.0
2433,9.608608,44,44,1,1.0,1.0
1335,9.602208,18,18,1,1.0,1.0
360,9.599249,6,6,1,1.0,1.0
5604,9.598208,6,6,1,1.0,1.0
9715,9.59338,28,28,1,1.0,1.0
4157,9.591261,2,2,1,1.0,1.0
6706,9.582183,6,6,1,1.0,1.0
4348,9.569231,36,36,1,1.0,1.0
6868,9.568466,41,41,1,1.0,1.0
474,9.566546,2,2,1,1.0,1.0
3771,9.564351,43,43,1,1.0,1.0
3059,9.563437,6,6,1,1.0,1.0
6177,9.561909,6,6,1,1.0,1.0
9246,9.556406,6,6,1,1.0,1.0
3727,9.555347,23,23,1,1.0,1.0
4353,9.554375,6,6,1,1.0,1.0
515,9.5543585,28,28,1,1.0,1.0
1290,9.551761,6,6,1,1.0,1.0
2079,9.547316,10,10,1,1.0,1.0
5204,9.546295,28,28,1,1.0,1.0
5691,9.54599,6,6,1,1.0,1.0
10138,9.544726,6,6,1,1.0,1.0
6750,9.541757,41,41,1,1.0,1.0
3230,9.539597,31,31,1,1.0,1.0
2326,9.537329,6,6,1,1.0,1.0
6403,9.532024,6,6,1,1.0,1.0
6356,9.527437,6,6,1,1.0,1.0
2610,9.518404,18,18,1,1.0,1.0
6783,9.517171,6,6,1,1.0,1.0
383,9.515106,18,18,1,1.0,1.0
4854,9.513387,6,6,1,1.0,1.0
4663,9.51261,6,6,1,1.0,1.0
6738,9.506969,6,6,1,1.0,1.0
6807,9.506287,26,26,1,1.0,1.0
6896,9.504472,6,6,1,1.0,1.0
8218,9.504167,6,6,1,1.0,1.0
216,9.50303,6,6,1,1.0,1.0
5390,9.5025015,6,6,1,1.0,1.0
1416,9.499757,18,18,1,1.0,1.0
4004,9.498244,4,4,1,1.0,1.0
5331,9.497663,28,28,1,1.0,1.0
1807,9.494109,43,43,1,1.0,1.0
3474,9.493596,6,6,1,1.0,1.0
6762,9.490431,6,6,1,1.0,1.0
2344,9.48936,6,6,1,1.0,1.0
8709,9.485675,6,6,1,1.0,1.0
1198,9.484935,8,8,1,1.0,1.0
7777,9.480514,19,19,1,1.0,1.0
8938,9.478511,6,6,1,1.0,1.0
5834,9.475877,6,6,1,1.0,1.0
9760,9.472329,6,6,1,1.0,1.0
9324,9.470514,28,28,1,1.0,1.0
893,9.467866,36,36,1,1.0,1.0
3013,9.467508,6,6,1,1.0,1.0
7727,9.465,26,26,1,1.0,1.0
8324,9.463701,44,44,1,1.0,1.0
6683,9.458709,41,41,1,1.0,1.0
6911,9.45702,31,31,1,1.0,1.0
7074,9.4555235,2,2,1,1.0,1.0
3677,9.447524,6,6,1,1.0,1.0
9502,9.447219,4,4,1,1.0,1.0
9378,9.44527,18,18,1,1.0,1.0
1775,9.4450655,6,6,1,1.0,1.0
8548,9.443005,18,18,1,1.0,1.0
9924,9.44134,37,37,1,1.0,1.0
3439,9.438362,26,26,1,1.0,1.0
6504,9.435084,6,6,1,1.0,1.0
4199,9.429745,6,6,1,1.0,1.0
629,9.42962,6,6,1,1.0,1.0
10078,9.428489,6,6,1,1.0,1.0
7672,9.428197,26,26,1,1.0,1.0
1881,9.425423,18,18,1,1.0,1.0
8395,9.420908,23,23,1,1.0,1.0
4404,9.418065,6,6,1,1.0,1.0
7294,9.414952,6,6,1,1.0,1.0
7577,9.413711,6,6,1,1.0,1.0
9177,9.406944,6,6,1,1.0,1.0
9826,9.40481,6,6,1,1.0,1.0
8993,9.401126,37,37,1,1.0,1.0
9984,9.400076,6,6,1,1.0,1.0
918,9.393728,6,6,1,1.0,1.0
9538,9.386711,6,6,1,1.0,1.0
8661,9.38196,6,6,1,1.0,1.0
6527,9.380348,26,26,1,1.0,1.0
9336,9.380115,18,18,1,1.0,1.0
4775,9.379432,6,6,1,1.0,1.0
8113,9.375434,26,26,1,1.0,1.0
9623,9.371312,6,6,1,1.0,1.0
8082,9.36692,44,44,1,1.0,1.0
7330,9.364656,23,23,1,1.0,1.0
8423,9.363705,6,6,1,1.0,1.0
5089,9.361931,0,0,1,1.0,1.0
4652,9.360937,6,6,1,1.0,1.0
1602,9.3600855,6,6,1,1.0,1.0
3852,9.359673,24,24,1,1.0,1.0
8227,9.359634,6,6,1,1.0,1.0
1709,9.358281,6,6,1,1.0,1.0
3873,9.351795,6,6,1,1.0,1.0
460,9.347902,18,18,1,1.0,1.0
609,9.347375,6,6,1,1.0,1.0
9526,9.346893,13,13,1,1.0,1.0
4569,9.345991,20,20,1,1.0,1.0
1547,9.345897,5,5,1,1.0,1.0
6108,9.344634,1,1,1,1.0,1.0
8952,9.342365,28,28,1,1.0,1.0
6182,9.340952,6,6,1,1.0,1.0
356,9.3396,2,2,1,1.0,1.0
10090,9.337207,6,6,1,1.0,1.0
6445,9.33694,6,6,1,1.0,1.0
2952,9.336568,5,5,1,1.0,1.0
501,9.334664,6,6,1,1.0,1.0
6942,9.332948,6,6,1,1.0,1.0
1999,9.330529,6,6,1,1.0,1.0
8642,9.329501,6,6,1,1.0,1.0
9584,9.322658,28,28,1,1.0,1.0
1993,9.32007,2,2,1,1.0,1.0
4888,9.318772,6,6,1,1.0,1.0
3607,9.311174,26,26,1,1.0,1.0
7755,9.304686,18,18,1,1.0,1.0
2923,9.304176,6,6,1,1.0,1.0
4438,9.295576,6,6,1,1.0,1.0
3302,9.291502,6,6,1,1.0,1.0
8739,9.291047,6,6,1,1.0,1.0
841,9.290968,6,6,1,1.0,1.0
5943,9.290048,6,6,1,1.0,1.0
3084,9.289128,27,27,1,1.0,1.0
8507,9.286846,41,41,1,1.0,1.0
2617,9.286609,6,6,1,1.0,1.0
1091,9.286128,6,6,1,1.0,1.0
3490,9.286044,42,42,1,1.0,1.0
3793,9.284908,23,23,1,1.0,1.0
9421,9.2794485,18,18,1,1.0,1.0
8172,9.278881,2,2,1,1.0,1.0
3784,9.278855,26,26,1,1.0,1.0
7909,9.276328,36,36,1,1.0,1.0
1103,9.275666,24,24,1,1.0,1.0
4430,9.275639,18,18,1,1.0,1.0
761,9.275354,18,18,1,1.0,1.0
8933,9.274432,18,18,1,1.0,1.0
332,9.273688,18,18,1,1.0,1.0
4442,9.272292,6,6,1,1.0,1.0
7254,9.270353,6,6,1,1.0,1.0
1844,9.266525,36,36,1,1.0,1.0
8110,9.266065,6,6,1,1.0,1.0
7028,9.264957,37,37,1,1.0,1.0
1718,9.264643,18,18,1,1.0,1.0
4723,9.25707,6,6,1,1.0,1.0
233,9.25232,36,36,1,1.0,1.0
6080,9.248803,41,41,1,1.0,1.0
6688,9.245855,26,26,1,1.0,1.0
1759,9.245812,6,6,1,1.0,1.0
7851,9.245424,28,28,1,1.0,1.0
9352,9.243588,39,39,1,1.0,1.0
1626,9.241714,26,26,1,1.0,1.0
4120,9.241199,18,18,1,1.0,1.0
8090,9.240516,6,6,1,1.0,1.0
2756,9.238072,33,33,1,1.0,1.0
7543,9.237039,6,6,1,1.0,1.0
6835,9.236199,26,26,1,1.0,1.0
10122,9.2351885,20,20,1,1.0,1.0
5772,9.227875,33,33,1,1.0,1.0
618,9.227632,20,20,1,1.0,1.0
4086,9.226494,2,2,1,1.0,1.0
3751,9.224715,6,6,1,1.0,1.0
2180,9.217949,18,18,1,1.0,1.0
9375,9.214754,16,16,1,1.0,1.0
4059,9.209938,18,18,1,1.0,1.0
4101,9.207896,28,28,1,1.0,1.0
1935,9.2056465,6,6,1,1.0,1.0
6154,9.202142,8,8,1,1.0,1.0
2242,9.20015,26,26,1,1.0,1.0
4740,9.198504,6,6,1,1.0,1.0
3577,9.194706,18,18,1,1.0,1.0
7027,9.190269,2,2,1,1.0,1.0
291,9.183682,6,6,1,1.0,1.0
292,9.183359,2,2,1,1.0,1.0
1334,9.182064,26,26,1,1.0,1.0
5501,9.181281,6,6,1,1.0,1.0
5238,9.179116,6,6,1,1.0,1.0
8146,9.178014,6,6,1,1.0,1.0
7337,9.176441,18,18,1,1.0,1.0
9197,9.17563,26,26,1,1.0,1.0
1051,9.175054,20,20,1,1.0,1.0
4032,9.172706,18,18,1,1.0,1.0
492,9.170756,8,8,1,1.0,1.0
7568,9.170556,41,41,1,1.0,1.0
2683,9.167291,6,6,1,1.0,1.0
10164,9.156906,6,6,1,1.0,1.0
5356,9.155145,6,6,1,1.0,1.0
3723,9.152568,6,6,1,1.0,1.0
7608,9.151702,6,6,1,1.0,1.0
3105,9.151139,31,31,1,1.0,1.0
7176,9.150117,18,18,1,1.0,1.0
1039,9.148395,41,41,1,1.0,1.0
7957,9.146122,6,6,1,1.0,1.0
1035,9.145978,6,6,1,1.0,1.0
1493,9.14453,6,6,1,1.0,1.0
3801,9.143979,6,6,1,1.0,1.0
7398,9.142386,4,4,1,1.0,1.0
7761,9.137265,6,6,1,1.0,1.0
5176,9.136091,36,36,1,1.0,1.0
461,9.133669,39,39,1,1.0,1.0
1968,9.133081,6,6,1,1.0,1.0
7454,9.130824,10,10,1,1.0,1.0
9298,9.129094,6,6,1,1.0,1.0
488,9.126396,13,13,1,1.0,1.0
1393,9.123104,6,6,1,1.0,1.0
1956,9.12106,28,28,1,1.0,1.0
6960,9.119836,6,6,1,1.0,1.0
4242,9.113529,37,37,1,1.0,1.0
2760,9.10889,28,28,1,1.0,1.0
4421,9.100439,6,6,1,1.0,1.0
5439,9.0975895,0,0,1,1.0,1.0
8809,9.094586,6,6,1,1.0,1.0
9610,9.092257,6,6,1,1.0,1.0
4024,9.089272,18,18,1,1.0,1.0
3077,9.088479,8,8,1,1.0,1.0
3054,9.0881195,6,6,1,1.0,1.0
2478,9.087983,18,18,1,1.0,1.0
6851,9.083769,28,28,1,1.0,1.0
6472,9.083382,32,32,1,1.0,1.0
6813,9.077598,28,28,1,1.0,1.0
87,9.076211,4,4,1,1.0,1.0
2998,9.070523,28,28,1,1.0,1.0
8009,9.069469,8,8,1,1.0,1.0
1918,9.067328,5,5,1,1.0,1.0
5272,9.063934,14,14,1,1.0,1.0
5577,9.060228,13,13,1,1.0,1.0
5971,9.058987,18,18,1,1.0,1.0
693,9.049893,18,18,1,1.0,1.0
3531,9.0474825,6,6,1,1.0,1.0
4115,9.046217,18,18,1,1.0,1.0
8950,9.046072,6,6,1,1.0,1.0
2435,9.043344,18,18,1,1.0,1.0
2979,9.040149,20,20,1,1.0,1.0
4159,9.036477,6,6,1,1.0,1.0
4559,9.033501,6,6,1,1.0,1.0
143,9.032533,6,6,1,1.0,1.0
4191,9.030586,37,37,1,1.0,1.0
7859,9.029842,1,1,1,1.0,1.0
4057,9.026884,2,2,1,1.0,1.0
8325,9.021787,18,18,1,1.0,1.0
4241,9.021242,2,2,1,1.0,1.0
9833,9.020871,6,6,1,1.0,1.0
2445,9.018929,6,6,1,1.0,1.0
2370,9.018441,8,8,1,1.0,1.0
9518,9.011076,18,18,1,1.0,1.0
7558,9.006593,6,6,1,1.0,1.0
9497,9.006542,39,39,1,1.0,1.0
5843,9.003803,6,6,1,1.0,1.0
6637,9.0037985,26,26,1,1.0,1.0
6324,9.003528,20,20,1,1.0,1.0
880,9.000706,6,6,1,1.0,1.0
1100,9.000555,6,6,1,1.0,1.0
1755,8.996034,18,18,1,1.0,1.0
9060,8.991506,6,6,1,1.0,1.0
3604,8.9907255,36,36,1,1.0,1.0
5268,8.986756,28,28,1,1.0,1.0
3028,8.9849825,37,37,1,1.0,1.0
6721,8.984944,6,6,1,1.0,1.0
4658,8.980261,18,18,1,1.0,1.0
2260,8.975282,6,6,1,1.0,1.0
7277,8.972026,28,28,1,1.0,1.0
2208,8.970282,28,28,1,1.0,1.0
9728,8.968673,6,6,1,1.0,1.0
397,8.967265,39,39,1,1.0,1.0
8125,8.966854,28,28,1,1.0,1.0
8916,8.966634,6,6,1,1.0,1.0
4965,8.962287,6,6,1,1.0,1.0
5098,8.959033,6,6,1,1.0,1.0
8464,8.955601,6,6,1,1.0,1.0
6144,8.948578,18,18,1,1.0,1.0
5928,8.946717,6,6,1,1.0,1.0
4271,8.94113,6,6,1,1.0,1.0
3406,8.939172,18,18,1,1.0,1.0
3418,8.938835,6,6,1,1.0,1.0
582,8.938715,13,13,1,1.0,1.0
8820,8.936255,6,6,1,1.0,1.0
2360,8.935806,43,43,1,1.0,1.0
6013,8.935184,44,44,1,1.0,1.0
1922,8.9295845,1,1,1,1.0,1.0
3994,8.928868,6,6,1,1.0,1.0
8152,8.926824,6,6,1,1.0,1.0
7287,8.923982,6,6,1,1.0,1.0
891,8.923543,43,43,1,1.0,1.0
9685,8.923339,26,26,1,1.0,1.0
8923,8.922614,6,6,1,1.0,1.0
5701,8.921342,6,6,1,1.0,1.0
2711,8.920695,20,20,1,1.0,1.0
786,8.920471,6,6,1,1.0,1.0
10106,8.915185,5,5,1,1.0,1.0
718,8.914313,28,28,1,1.0,1.0
7904,8.913436,6,6,1,1.0,1.0
9578,8.906186,6,6,1,1.0,1.0
9082,8.905143,12,12,1,1.0,1.0
9349,8.901914,6,6,1,1.0,1.0
8258,8.896146,0,0,1,1.0,1.0
6050,8.8959055,8,8,1,1.0,1.0
8045,8.895837,6,6,1,1.0,1.0
9939,8.892373,18,18,1,1.0,1.0
8280,8.889805,26,26,1,1.0,1.0
8042,8.889178,14,14,1,1.0,1.0
710,8.884748,6,6,1,1.0,1.0
5961,8.882872,6,6,1,1.0,1.0
9959,8.878721,18,18,1,1.0,1.0
8721,8.878679,6,6,1,1.0,1.0
6913,8.877735,32,14,0,0.999129677980853,0.0
3708,8.87566,6,6,1,0.9991304347826087,0.9991304347826087
1320,8.873926,44,44,1,0.9991311902693311,0.9991311902693311
7550,8.871975,0,0,1,0.9991319444444444,0.9991319444444444
2273,8.87132,6,6,1,0.9991326973113617,0.9991326973113617
3505,8.870063,6,6,1,0.9991334488734835,0.9991334488734835
7593,8.86781,5,5,1,0.9991341991341991,0.9991341991341991
8931,8.8675785,28,28,1,0.9991349480968859,0.9991349480968859
1043,8.867115,0,0,1,0.9991356957649092,0.9991356957649092
2562,8.8667345,43,43,1,0.9991364421416234,0.9991364421416234
8713,8.8663,6,6,1,0.999137187230371,0.999137187230371
2017,8.865536,6,6,1,0.9991379310344828,0.9991379310344828
8744,8.864587,6,6,1,0.9991386735572783,0.9991386735572783
9165,8.86432,6,6,1,0.9991394148020654,0.9991394148020654
8411,8.863914,6,6,1,0.999140154772141,0.999140154772141
9612,8.861794,28,28,1,0.9991408934707904,0.9991408934707904
5898,8.8569355,4,4,1,0.9991416309012876,0.9991416309012876
7275,8.856818,4,4,1,0.9991423670668954,0.9991423670668954
8130,8.851385,6,6,1,0.9991431019708654,0.9991431019708654
7612,8.850345,26,26,1,0.9991438356164384,0.9991438356164384
7863,8.848641,6,6,1,0.9991445680068435,0.9991445680068435
627,8.8467865,28,28,1,0.9991452991452991,0.9991452991452991
3462,8.846358,6,6,1,0.9991460290350128,0.9991460290350128
9460,8.84442,20,20,1,0.9991467576791809,0.9991467576791809
969,8.843627,28,28,1,0.9991474850809889,0.9991474850809889
4247,8.841676,6,6,1,0.9991482112436116,0.9991482112436116
5684,8.837661,6,6,1,0.9991489361702127,0.9991489361702127
6948,8.836218,6,6,1,0.9991496598639455,0.9991496598639455
5894,8.835121,6,6,1,0.9991503823279524,0.9991503823279524
2757,8.834616,18,18,1,0.9991511035653651,0.9991511035653651
164,8.8291855,6,6,1,0.9991518235793045,0.9991518235793045
285,8.822479,41,41,1,0.9991525423728813,0.9991525423728813
1903,8.81966,32,32,1,0.9991532599491956,0.9991532599491956
8635,8.819594,6,6,1,0.9991539763113367,0.9991539763113367
521,8.818613,32,32,1,0.9991546914623838,0.9991546914623838
3589,8.818353,4,4,1,0.9991554054054054,0.9991554054054054
1415,8.817137,13,13,1,0.99915611814346,0.99915611814346
8921,8.80845,6,6,1,0.9991568296795953,0.9991568296795953
5124,8.806344,36,36,1,0.9991575400168492,0.9991575400168492
8153,8.806269,33,33,1,0.9991582491582491,0.9991582491582491
7623,8.80606,6,6,1,0.9991589571068125,0.9991589571068125
7539,8.805779,41,41,1,0.9991596638655462,0.9991596638655462
4049,8.796644,28,28,1,0.9991603694374476,0.9991603694374476
6604,8.792556,6,6,1,0.9991610738255033,0.9991610738255033
1853,8.791323,23,23,1,0.9991617770326907,0.9991617770326907
2167,8.788078,2,2,1,0.9991624790619765,0.9991624790619765
7355,8.787896,0,0,1,0.999163179916318,0.999163179916318
155,8.786685,6,6,1,0.9991638795986622,0.9991638795986622
1229,8.785855,6,6,1,0.9991645781119465,0.9991645781119465
2755,8.778086,6,6,1,0.9991652754590985,0.9991652754590985
9745,8.777539,18,18,1,0.9991659716430359,0.9991659716430359
413,8.777304,18,18,1,0.9991666666666666,0.9991666666666666
3773,8.776807,41,41,1,0.9991673605328892,0.9991673605328892
7801,8.773903,37,37,1,0.9991680532445923,0.9991680532445923
41,8.772267,18,18,1,0.999168744804655,0.999168744804655
9970,8.768607,28,28,1,0.9991694352159468,0.9991694352159468
732,8.767884,8,8,1,0.9991701244813278,0.9991701244813278
8899,8.764886,6,6,1,0.9991708126036484,0.9991708126036484
6162,8.764832,26,26,1,0.9991714995857498,0.9991714995857498
2473,8.764659,41,41,1,0.9991721854304636,0.9991721854304636
4975,8.763785,6,6,1,0.9991728701406121,0.9991728701406121
889,8.757623,6,6,1,0.9991735537190083,0.9991735537190083
195,8.757443,28,28,1,0.9991742361684558,0.9991742361684558
9311,8.755792,20,20,1,0.9991749174917491,0.9991749174917491
5546,8.755511,18,18,1,0.9991755976916735,0.9991755976916735
5174,8.751451,6,6,1,0.999176276771005,0.999176276771005
9371,8.749429,44,44,1,0.9991769547325103,0.9991769547325103
9373,8.748407,9,9,1,0.9991776315789473,0.9991776315789473
5579,8.743557,32,32,1,0.9991783073130649,0.9991783073130649
9696,8.738383,26,26,1,0.9991789819376026,0.9991789819376026
1842,8.737842,6,6,1,0.9991796554552912,0.9991796554552912
2072,8.735444,10,10,1,0.9991803278688525,0.9991803278688525
730,8.734542,31,31,1,0.9991809991809992,0.9991809991809992
3543,8.733342,36,36,1,0.9991816693944353,0.9991816693944353
7661,8.732802,6,6,1,0.9991823385118561,0.9991823385118561
5431,8.728757,6,6,1,0.9991830065359477,0.9991830065359477
9740,8.726507,6,6,1,0.9991836734693877,0.9991836734693877
3085,8.725862,4,4,1,0.9991843393148451,0.9991843393148451
8176,8.725372,36,36,1,0.9991850040749797,0.9991850040749797
5866,8.724947,6,6,1,0.999185667752443,0.999185667752443
4153,8.724774,41,41,1,0.9991863303498779,0.9991863303498779
9481,8.7217,6,6,1,0.9991869918699187,0.9991869918699187
3380,8.719431,18,18,1,0.9991876523151909,0.9991876523151909
583,8.719254,23,23,1,0.9991883116883117,0.9991883116883117
5403,8.718019,6,6,1,0.9991889699918897,0.9991889699918897
6842,8.717649,6,6,1,0.9991896272285251,0.9991896272285251
